unique_id|competitor_name|store_name|store_addressline1|store_addressline2|store_suburb|store_state|store_postcode|store_addressid|extraction_date|product_name|brand|brand_type|grammage_quantity|grammage_unit|drained_weight|producthierarchy_level1|producthierarchy_level2|producthierarchy_level3|producthierarchy_level4|producthierarchy_level5|producthierarchy_level6|producthierarchy_level7|regular_price|selling_price|price_was|promotion_price|promotion_valid_from|promotion_valid_upto|promotion_type|percentage_discount|promotion_description|package_sizeof_sellingprice|per_unit_sizedescription|price_valid_from|price_per_unit|multi_buy_item_count|multi_buy_items_price_total|currency|breadcrumb|pdp_url|variants|product_description|instructions|storage_instructions|preparationinstructions|instructionforuse|country_of_origin|allergens|age_of_the_product|age_recommendations|flavour|nutritions|nutritional_information|vitamins|labelling|grade|region|packaging|receipies|processed_food|barcode|frozen|chilled|organictype|cooking_part|handmade|max_heating_temperature|special_information|label_information|dimensions|special_nutrition_purpose|feeding_recommendation|warranty|color|model_number|material|usp|dosage_recommendation|tasting_note|food_preservation|size|rating|review|file_name_1|image_url_1|file_name_2|image_url_2|file_name_3|image_url_3|competitor_product_key|fit_guide|occasion|material_composition|style|care_instructions|heel_type|heel_height|upc|features|dietary_lifestyle|manufacturer_address|importer_address|distributor_address|vinification_details|recycling_information|return_address|alchol_by_volume|beer_deg|netcontent|netweight|site_shown_uom|ingredients|random_weight_flag|instock|promo_limit|product_unique_key|multibuy_items_pricesingle|perfect_match|servings_per_pack|warning|suitable_for|standard_drinks|environmental|grape_variety|retail_limit
00-769072|billa||||||||2025-10-16|schärdinger sommerbutter|schärdinger|||||kühlwaren|milchprodukte|butter|||||319|||||||||||||||eur|kühlwaren milchprodukte butter|https://shop.billa.at/produkte/schaerdinger-sommerbutter-00769072||schärdinger sommerbutter, die beliebteste butter der österreicher, wird mit hochwertigem sauerrahm hergestellt. dank des besonderen herstellverfahrens ist die sommerbutter besser streichfähig als herkömmliche buttersorten und bietet dadurch buttergenuß auf höchstem niveau.|||||österreich|contains am|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-769072-0972650064-nu9zy-t-.jpg|||||00-769072||||||||||||||||||||||||True||00-769072p|||||||||
00-29010|billa||||||||2025-10-16|schärdinger primina teebutter|schärdinger|||||kühlwaren|milchprodukte|butter|||||319|||||||||||||||eur|kühlwaren milchprodukte butter|https://shop.billa.at/produkte/schaerdinger-primina-teebutter-0029010||die primina teebutter von schärdinger hat eine hervorragende streichfähigkeit. die feine sauerrahmbutter wird im wiederverschließbaren behälter geliefert. 82 % fett, aus pasteurisiertem rahm hergestellt in österreich|||||österreich|contains am|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-29010-0546677146-ogyrsgzb.jpg|||||00-29010||||||||||||||||||||||||True||00-29010p|||||||||
00-449768|billa||||||||2025-10-16|clever mozzarella minis|clever|||||kühlwaren|käse, aufstriche salate|feta mozzarella|||||129|||||||||||||||eur|kühlwaren käse, aufstriche salate feta mozzarella|https://shop.billa.at/produkte/clever-mozzarella-minis-00449768||die clever mini-mozzarella-kugeln mit mild-feinen geschmack sorgen für hohen genuss bei den käseliebhabern. im praktischen becher sind sie für die zubereitung von bunten salaten und raffinierten häppchen bestens geeignet. mozzarella in kugelform mild-feiner geschmack ideal für salate und häppchen|||||deutschland|contains am|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-449768-0137112677-aitvagik.jpg|||||00-449768||||||||||||||||||||||||True||00-449768p|||||||||
00-764594|billa||||||||2025-10-16|zooroyal ultra klumpstreu naturweiß|zooroyal|||||haustier|katzen|katzenstreu|||||429|||||||||||||||eur|haustier katzen katzenstreu|https://shop.billa.at/produkte/zooroyal-ultra-klumpstreu-naturweiss-00764594||das zooroyal ultra klumpstreu naturweiß ist zu 99 % staubfrei. mit seiner starken geruchsbindung und dem frischen duft trägt es zum wohlbefinden der katze bei. katzenstreu aus 100 % weißem bentonit bildet kleine, feste klumpen im karton mit praktischem tragegriff|||||niederlande||||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-764594-7626073-esziddzo.jpg|||||00-764594||||||||||||||||||||||||True||00-764594p|||||||||
00-542989|billa||||||||2025-10-16|baguette||||||brot gebäck|brot gebäck|ofenfrisches gebäck|||||74|||||||||||||||eur|brot gebäck brot gebäck ofenfrisches gebäck|https://shop.billa.at/produkte/baguette-00542989||das klassisch-franzosische baguette ist goldgelb aus reinem weizenmehl gebacken. es eignet sich ideal zum belegen und als beilage zu salaten und anderen gerichten. mit schmackhaftem malzmehl aus weizen|||||spanien||||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-542989-252494469-rlkeygzu.jpg|||||00-542989||||||||||||||||||||||||True||00-542989p|||||||||
00-320422|billa||||||||2025-10-16|clever frischkäse kräuter|clever|||||kühlwaren|käse, aufstriche salate|hüttenkäse frischkäse|||||129|||||||||||||||eur|kühlwaren käse, aufstriche salate hüttenkäse frischkäse|https://shop.billa.at/produkte/clever-frischkaese-kraeuter-00320422||der clever frischkäse kräuter mit petersilie und schnittlauch ist der ideale begleiter für das frühstücksgebäck oder auch ideal zum verfeinern von suppen und saucen.|||||österreich|contains am|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-320422-1465832870-uffkezge.jpg|||||00-320422||||||||||||||||||||||||True||00-320422p|||||||||
00-761247|billa||||||||2025-10-16|billa eistee mango mania|billa immer gut|||||getränke|alkoholfreie getränke|eistee|||||59|||||||||||||||eur|getränke alkoholfreie getränke eistee|https://shop.billa.at/produkte/billa-eistee-mango-mania-00761247||mango mania der billa immer gut eistee mango und passionsfrucht in der praktischen dose ist der perfekte begleiter für unterwegs. erfrischend und exotisch, ideal für heiße tage oder als fruchtiger genuss im alltag.|||||österreich||||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-761247-607877588-xofruuar.jpg|||||00-761247||||||||||||||||||||||||True||00-761247p|||||||||
00-523742|billa||||||||2025-10-16|wegenstein grüner veltliner|wegenstein|||||getränke|wein|weißwein|||||349|||||||||||||||eur|getränke wein weißwein|https://shop.billa.at/produkte/wegenstein-gruener-veltliner-00523742||was wäre österreich ohne seine frischen grünen veltliner der weißwein von wegenstein begeistert mit fruchtigen aromen und einer angenehmen säure. passt perfekt zu vegetarischen gerichten auch als aperitif|||||österreich|contains au|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-523742-0135751339-kug6rpeh.jpg|||||00-523742||||||||||||||||||||||||True||00-523742p|||||||||
00-422834|billa||||||||2025-10-16|ja natürlich cottage cheese 20%|ja natürlich|||||kühlwaren|käse, aufstriche salate|hüttenkäse frischkäse|||||119|||||||||||||||eur|kühlwaren käse, aufstriche salate hüttenkäse frischkäse|https://shop.billa.at/produkte/ja-natuerlich-cottage-cheese-20-00422834||herrlich cremiger cottage cheese aus dem oberösterreichischen hausruckviertel. der ja natürlich cottage cheese eignet sich besonders gut als brotaufstrich oder zum löffeln. das bio-käse so viele liebhaber findet hat seine gründe. zum einen ist das besondere die qualität der milch. denn die art des futters und die artgerechte tierhaltung machen sich im geschmack bemerkbar. zum anderen steht bei bio-käse nicht die rasche fertigung von einheitsware im vordergrund. vielmehr wird eine natürlich lange reifezeit unter optimalen bedingungen garantiert. bei der herstellung und reifung wird auf zusatzstoffe verzichtet. frischkäse ist die urform von käse. nach dem eindicken der milch wird der bruch von der molke getrennt und muss nicht wie die anderen käsetypen weiterreifen. der wassergehalt liegt hier über 73 %.|||||österreich|contains am|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-422834-830353528-1lyzdhlp.jpg|||||00-422834||||||||||||||||||||||||True||00-422834p|||||||||
00-514806|billa||||||||2025-10-16|wurst, schinken, käse aus österreich groß||||||kühlwaren|feinkostplatten brötchen|aufschnittplatten|||||3290|||||||||||||||eur|kühlwaren feinkostplatten brötchen aufschnittplatten|https://shop.billa.at/produkte/wurst-schinken-kaese-aus-oesterreich-gross-00514806||beinschinken schweinsbraten salami schinkenspeck schwarzwälder wurst großlochkäse gouda bergkäse||||||contains am, contains an, contains em_sf, may_contain em_asf, contains ae, may_contain ap|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-514806-2129418539-aptg5tpr.jpg|||||00-514806||||||||||||||||||||||||True||00-514806p|||||||||
00-295909|billa||||||||2025-10-16|clever butterkäse in scheiben|clever|||||kühlwaren|käse, aufstriche salate|schnittkäse|||||379|||||||||||||||eur|kühlwaren käse, aufstriche salate schnittkäse|https://shop.billa.at/produkte/clever-butterkaese-in-scheiben-00295909||in österreich hergestellt.|||||österreich|contains am|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-295909-0114709029-ghej-3an.jpg|||||00-295909||||||||||||||||||||||||True||00-295909p|||||||||
00-402935|billa||||||||2025-10-16|ja natürlich datteln|ja natürlich|||||obst gemüse|obst|exotisches obst|||||179|||||||||||||||eur|obst gemüse obst exotisches obst|https://shop.billa.at/produkte/ja-natuerlich-datteln-00402935||die ja natürlich bio-datteln kommen aus den besten anbaugebieten tunesiens, wo sie von ausgesuchten bio-bauern nach den strengen prinzipien der biologischen landwirtschaft angebaut werden. die hohen temperaturen, die geringe luftfeuchtigkeit und das reichlich unterirdische wasserangebot für die wurzeln gewährleisten optimale bedingungen für die dattelpalmen.|||||tunesien||||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-402935-0109671702-gr8h4aoh.jpg|||||00-402935||||||||||||||||||||||||True||00-402935p|||||||||
00-402113|billa||||||||2025-10-16|clever tomaten|clever|||||obst gemüse|gemüse|gartengemüse|||||269|||||||||||||||eur|obst gemüse gemüse gartengemüse|https://shop.billa.at/produkte/clever-tomaten-00402113||klasse i die clever tomaten sind ein ausgezeichneter vitaminlieferant, denn sie enthalten unter anderem vitamin a, b, c und e. versuchen sie es doch mal mit einem selbstgemachten sugo saftig und aromatisch ideal zum kochen oder rohverzehr|||||österreich, marokko||||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-402113-072275442-uj36xort.jpg|||||00-402113||||||||||||||||||||||||True||00-402113p|||||||||
00-693846|billa||||||||2025-10-16|billa gouda scheiben|billa immer gut|||||kühlwaren|käse, aufstriche salate|schnittkäse|||||479|||||||||||||||eur|kühlwaren käse, aufstriche salate schnittkäse|https://shop.billa.at/produkte/billa-gouda-scheiben-00693846||aus der region drenthe im nordosten der niederlande kommen die köstlichen gouda-scheiben von billa. ihr milder geschmack erfreut große und kleine genießer. schnittkäse mit 48 % fett i. tr. aus pasteurisierter kuhmilch hergestellt mild-aromatisch im geschmack ohne farbstoffe|||||niederlande|contains am|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-693846-0107832524-qvicykni.jpg|||||00-693846||||||||||||||||||||||||True||00-693846p|||||||||
00-410608|billa||||||||2025-10-16|sanlucar premium avocado essreif|sanlucar|||||obst gemüse|obst|exotisches obst|||||279|||||||||||||||eur|obst gemüse obst exotisches obst|https://shop.billa.at/produkte/sanlucar-premium-avocado-essreif-00410608||unsere nussig-cremigen energiespender zum dahinschmelzen. den reifegrad unserer avocados erkennst du an der banderole. avocados sind eine vitamin-b6-quelle. vitamin b6 trägt zu einem normalen energiestoffwechsel bei.|||||spanien||||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-410608-451168727-viktz6ao.jpg|||||00-410608||||||||||||||||||||||||True||00-410608p|||||||||
00-714610|billa||||||||2025-10-16|billa wellenpommes|billa immer gut|||||tiefkühl|pommes frites mehr|pommes frites|||||239|||||||||||||||eur|tiefkühl pommes frites mehr pommes frites|https://shop.billa.at/produkte/billa-wellenpommes-00714610||die wellen pommes von billa immer gut sind aus heimischen erdäpfeln hergestellt. in backrohr, pfanne oder fritteuse zubereitet, werden sie zur knusprigen beilage. vorgebackene pommes frites in wellenform aus österreichischer produktion|||||österreich||||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-714610-1257324651-nywlgvvx.jpg|||||00-714610||||||||||||||||||||||||True||00-714610p|||||||||
00-89847|billa||||||||2025-10-16|lgv mini san marzano tomaten|lgv|||||obst gemüse|gemüse|gartengemüse|||||299|||||||||||||||eur|obst gemüse gemüse gartengemüse|https://shop.billa.at/produkte/lgv-mini-san-marzano-tomaten-0089847||klasse i|||||österreich||||||||||||||||||||||||||||||||||||||https://64ce14de7ce972b09bc4-112e2f65dc15f65f089f4c9770786a52.ssl.cf3.rackcdn.com/00-89847-0176520788-othp-ac4.jpg|||||00-89847||||||||||||||||||||||||True||00-89847p|||||||||
00-417175|billa||||||||2025-10-16|nöm vollmilch länger frisch 3.5%|nöm|||||kühlwaren|milchprodukte|milch|||||179|||||||||||||||eur|kühlwaren milchprodukte milch|https://shop.billa.at/produkte/noem-vollmilch-laenger-frisch-35-00417175||mit der wiederverschließbaren flasche ist die vollmilch mit 3.5% fett von nöm besonders praktisch im alltag. die frische milch überzeugt mit ihrem aroma. vollmilch mit 3,5 % fettanteil länger frisch, da pasteurisiert und filtriert ohne gentechnik hergestellt|||||österreich|contains am|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-417175-1375615605-yto8zvwx.jpg|||||00-417175||||||||||||||||||||||||True||00-417175p|||||||||
00-352693|billa||||||||2025-10-16|clever laugenbrezel|clever|||||brot gebäck|brot gebäck|ofenfrisches gebäck|||||49|||||||||||||||eur|brot gebäck brot gebäck ofenfrisches gebäck|https://shop.billa.at/produkte/clever-laugenbrezel-00352693||mit butter, käse oder zum wurstsalat ein genuss: zur zünftigen laugenbrezeln passen feine aufstriche, herzhafte salate und ein glas bier oder wein. ofenfrisch locker-luftiger teig mit rescher kruste mit jodiertem salz||||||contains ay, contains aw, contains as|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-352693-0185977393-w9iybiyi.jpg|||||00-352693||||||||||||||||||||||||True||00-352693p|||||||||
00-411313|billa||||||||2025-10-16|schärdinger pizzakäse|schärdinger|||||kühlwaren|käse, aufstriche salate|parmesan reibkäse|||||319|||||||||||||||eur|kühlwaren käse, aufstriche salate parmesan reibkäse|https://shop.billa.at/produkte/schaerdinger-pizzakaese-00411313||der angenehm milde pizzakäse von schärdinger macht auf jeder pizza eine gute figur und entwickelt beim backen ein unvergleichlich köstliches aroma. zart-schmelzend beim überbacken reibekäse aus verschiedenen käsesorten im praktischen standbeutel für pizza, aufläufe und überbackenes|||||österreich|contains am|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-411313-0628606454-u6l0zqxx.jpg|||||00-411313||||||||||||||||||||||||True||00-411313p|||||||||
00-770017|billa||||||||2025-10-16|fanta|fanta|||||getränke|alkoholfreie getränke|limonaden|||||239|||||||||||||||eur|getränke alkoholfreie getränke limonaden|https://shop.billa.at/produkte/fanta-00770017||fanta orange: das beliebte prickelnde erfrischungsgetränk mit fruchtsaft. ideal für zwischendurch. bringt farbenfrohe erfrischung in dein leben|||||||||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-770017-0276182378-xliejyph.jpg|||||00-770017||||||||||||||||||||||||True||00-770017p|||||||||
00-440879|billa||||||||2025-10-16|aborigines weckerl - mehl aus österreich||||||brot gebäck|brot gebäck|ofenfrisches gebäck|||||104|||||||||||||||eur|brot gebäck brot gebäck ofenfrisches gebäck|https://shop.billa.at/produkte/aborigines-weckerl-mehl-aus-oesterreich-00440879||aborigines weckerl machen satt und geben kraft. dafur sorgen nusse, erbsen und karottenstucke. 15 % erbsen, 10 % walnusse und 3,2 % getrocknete karotten mit roggenanteil und grahamschrot|||||österreich|contains an, contains aw, contains as, contains ay|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-440879-471579218-o9wdd6lo.jpg|||||00-440879||||||||||||||||||||||||True||00-440879p|||||||||
00-769019|billa||||||||2025-10-16|sicheldorfer josefsquelle|sicheldorfer|||||getränke|mineralwasser|still|getränke|alkoholfreie getränke|mineralwasser||159|||||||||||||||eur|getränke mineralwasser still getränke alkoholfreie getränke mineralwasser|https://shop.billa.at/produkte/sicheldorfer-josefsquelle-00769019||natürliches heilwasser sofortwirkung bei sodbrennen|||||österreich||||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-769019-146316839-xk3j6m0u.jpg|||||00-769019||||||||||||||||||||||||True||00-769019p|||||||||
00-17185|billa||||||||2025-10-16|casali schokobananen|casali|||||süßes salziges|süßes|süße spezialitäten|||||439|||||||||||||||eur|süßes salziges süßes süße spezialitäten|https://shop.billa.at/produkte/casali-schokobananen-0017185||wo ist es schöner als an der schoko-bananen coast nirgendwo kristallklares wasser, feiner sand und sonne pur - die schoko-bananen coast lädt schon seit urzeiten zum langmachen und wegträumen ein. eine insellegende besagt, dass ein verzauberter flamingo vor unzähligen jahren an der schoko-bananen coast schoko-bananen-samen gesetzt hat. seitdem blühen und gedeihen die casali klassiker hier. kannst du die knackige schokohülle schon schmecken zergehen die fruchtig-zarten original chiquita bananen schon auf deiner zunge||||||contains ay, may_contain am|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-17185-1458709719-gddag6ez.jpg|||||00-17185||||||||||||||||||||||||True||00-17185p|||||||||
00-433011|billa||||||||2025-10-16|mini babybel|babybel|||||kühlwaren|käse, aufstriche salate|hart- weichkäse am stück|||||259|||||||||||||||eur|kühlwaren käse, aufstriche salate hart- weichkäse am stück|https://shop.billa.at/produkte/mini-babybel-00433011||kleiner käse mit ganz großem geschmack: der mini babybel ist der perfekte snack für schule, büro und sport - oder einfach für zwischendurch. weichkäse mit mildem geschmack schonende herstellung|||||frankreich|contains am|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-433011-0110669117-e7rofpbf.jpg|||||00-433011||||||||||||||||||||||||True||00-433011p|||||||||
00-89243|billa||||||||2025-10-16|apfel pink lady tasse||||||obst gemüse|obst|äpfel, birnen trauben|||||349|||||||||||||||eur|obst gemüse obst äpfel, birnen trauben|https://shop.billa.at/produkte/apfel-pink-lady-tasse-0089243||klasse i|||||spanien, chile, italien, neuseeland||||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-89243-1573003034-xe67ta5u.jpg|||||00-89243||||||||||||||||||||||||True||00-89243p|||||||||
00-439757|billa||||||||2025-10-16|butter-apfeltasche||||||brot gebäck|kuchen co.|plunder strudel|nahrungsmittel|kuchen co.|frischer plunder strudel||149|||||||||||||||eur|brot gebäck kuchen co. plunder strudel nahrungsmittel kuchen co. frischer plunder strudel|https://shop.billa.at/produkte/butterapfeltasche-00439757||die butter-apfeltasche ist aromatisch und fruchtig. im inneren verbergen sich 38 % apfelfüllung. das äußere ist glasiert und mit staubzucker bestreut. mit 16,8 % echter butter enthält eier und eiprodukte||||||may_contain ay, contains am, contains aw, contains ae, may_contain an|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-439757-0132531099-kkvailr9.jpg|||||00-439757||||||||||||||||||||||||True||00-439757p|||||||||
00-714185|billa||||||||2025-10-16|clever fischstäbchen|clever|||||tiefkühl|fisch meeresfrüchte|fisch paniert gewürzt|tiefkühl|fisch meeresfrüchte|fischstäbchen||279|||||||||||||||eur|tiefkühl fisch meeresfrüchte fisch paniert gewürzt tiefkühl fisch meeresfrüchte fischstäbchen|https://shop.billa.at/produkte/clever-fischstaebchen-00714185||das besondere an den clever fischstäbchen ist, dass diese aus nachhaltiger fischerei stammen und mit dem msc-gütesiegel ausgezeichnet sind. ein weiterer vorteil ist, dass man die fischstäbchen im backrohr zubereiten kann. fanggebiet: 61/67||||||contains af, contains aw|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-714185-0133781973-2jrsinux.jpg|||||00-714185||||||||||||||||||||||||True||00-714185p|||||||||
00-267803|billa||||||||2025-10-16|ja natürlich crème fraîche 32%|ja natürlich|||||kühlwaren|milchprodukte|rahm, obers topfen|||||129|||||||||||||||eur|kühlwaren milchprodukte rahm, obers topfen|https://shop.billa.at/produkte/ja-natuerlich-creme-fraiche-32-00267803||aus heublumenmilch gesalzen|||||österreich|contains am|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-267803-0130532745-9bcl2mz5.jpg|||||00-267803||||||||||||||||||||||||True||00-267803p|||||||||
00-756083|billa||||||||2025-10-16|clever orange zero|clever|||||getränke|alkoholfreie getränke|limonaden|||||86|||||||||||||||eur|getränke alkoholfreie getränke limonaden|https://shop.billa.at/produkte/clever-orange-zero-00756083||clever orange zero ist die pure erfrischung, die man am besten gekühlt genießen sollte. die limonade schmeckt herrlich fruchtig nach orange und bringt sommerliches flair nach hause.|||||österreich||||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-756083-0149363603-cgl9twl6.jpg|||||00-756083||||||||||||||||||||||||True||00-756083p|||||||||
00-573088|billa||||||||2025-10-16|milka tender milch riegel 4er|milka|||||süßes salziges|süßes|schokoriegel|||||279|||||||||||||||eur|süßes salziges süßes schokoriegel|https://shop.billa.at/produkte/milka-tender-milch-riegel-4er-00573088||die multi-packung tender milch von milka enthält kleine biskuit-rouladen aus lockerem teig, feiner milch-creme und zarter alpenmilch-schokolade. biskuit-roulade mit einer füllung aus milch-creme und einem mantel aus schokolade ein köstlicher snack für zwischendurch||||||contains am, contains aw, contains ay, contains ae, may_contain an|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-573088-0583101874-zokzdse1.jpg|||||00-573088||||||||||||||||||||||||True||00-573088p|||||||||
00-501109|billa||||||||2025-10-16|clever tafelessig|clever|||||nahrungsmittel|essig öl|essig|||||69|||||||||||||||eur|nahrungsmittel essig öl essig|https://shop.billa.at/produkte/clever-tafelessig-00501109||der klassische küchenhelfer aus weingeistessig im natürlichen gärverfahren mit viel sorgfalt in österreich hergestellt.|||||slowakei||||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-501109-1282249606-umjm9aos.jpg|||||00-501109||||||||||||||||||||||||True||00-501109p|||||||||
00-316365|billa||||||||2025-10-16|simply good gekochte eier 6er|simply good|||||kühlwaren|eier||||||219|||||||||||||||eur|kühlwaren eier|https://shop.billa.at/produkte/simply-good-gekochte-eier-6er-00316365||wenn es mal schnell gehen muss, empfehlen wir dir unsere gekochten eier. leicht gesalzen eignen sie sich wunderbar als snack oder auch als beilage zu unseren gartenfrischen salaten.|||||österreich|contains ae|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-316365-0169963021-pxf75kaa.jpg|||||00-316365||||||||||||||||||||||||True||00-316365p|||||||||
00-410615|billa||||||||2025-10-16|ja natürlich zwiebel gelb|ja natürlich|||||obst gemüse|gemüse|zwiebel und kartoffeln|||||179|||||||||||||||eur|obst gemüse gemüse zwiebel und kartoffeln|https://shop.billa.at/produkte/ja-natuerlich-zwiebel-gelb-00410615||unsere gelben bio-zwiebeln werden traditionell im waldviertel und weinviertel nach den prinzipien der biologischen landwirtschaft angebaut. sie sind als aromatisch scharf zu kategorisieren und sorgen für ein kräftiges aroma in fleisch- und gemüsegerichten sowie deftigen speisen.|||||österreich||||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-410615-0110097754-pryjany9.jpg|||||00-410615||||||||||||||||||||||||True||00-410615p|||||||||
00-440631|billa||||||||2025-10-16|nöm schlagobers 36%|nöm|||||kühlwaren|milchprodukte|rahm, obers topfen|||||179|||||||||||||||eur|kühlwaren milchprodukte rahm, obers topfen|https://shop.billa.at/produkte/noem-schlagobers-36-00440631||der schlagobers von nöm hat 36 % fett und veredelt luftig geschlagen jedes dessert. in flüssiger form wertet er herzhafte soßen auf. geprüfte qualität aus österreich garantiert gentechnikfrei|||||österreich|contains am|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-440631-0682169747-nmenvj4g.jpg|||||00-440631||||||||||||||||||||||||True||00-440631p|||||||||
00-261892|billa||||||||2025-10-16|ja natürlich eierspätzle|ja natürlich|||||nahrungsmittel|reis, teigwaren sugo|teigwaren|||||279|||||||||||||||eur|nahrungsmittel reis, teigwaren sugo teigwaren|https://shop.billa.at/produkte/ja-natuerlich-eierspaetzle-00261892||die ja natürlich bio-eierspätzle werden aus bio-eiern und bio-weizenprodukten aus österreich, bio-kartoffelstärke, bio-sonnenblumenöl und einer prise salz in österreich zubereitet. sie sind sowohl als klassische beilage als auch als köstliche hauptspeise zu genießen. unsere bio-eierspätzle in kochendes, leicht gesalzenes wasser geben und 2 min. ziehen lassen. eierspätzle aus dem wasser nehmen, abtropfen lassen - anrichten - genießen.|||||österreich|contains ae, contains aw, may_contain am|||||||||||||||||||||||||||||||||||||https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-261892-252798001-xw3ibyzd.jpg|||||00-261892||||||||||||||||||||||||True||00-261892p|||||||||
