web-scraper-order,web-scraper-start-url,category-link-0,category-link-0-href,category-link-1,category-link-1-href,category-link-2,category-link-2-href,category-link-3,category-link-3-href,category-link-4,category-link-4-href,category-link-5,category-link-5-href,category-link-6,category-link-6-href,pagination-selector,name,data,data2,discount,data3,data4,description,image-src,description2
"1755862518-84","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-shoes","Forum Low Shoes","","","","","Price","3 colours","","originals"
"1755862518-85","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-shoes","Samba OG Shoes","","","","","Price","29 colours","","originals"
"1755862518-86","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-shoes","Gazelle Shoes","","","","","Price","6 colours","","originals"
"1755862518-87","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-shoes","Superstar II Shoes","","","","","Price","15 colours","","originals"
"1755862518-88","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-shoes","SL 72 RS Shoes","","","","","Price","11 colours","","originals"
"1755862518-89","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-shoes","Gazelle Shoes","","","","","Price","6 colours","","originals"
"1755862518-90","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-shoes","Samba OG Shoes","","","","","Price","29 colours","","Men originals"
"1755862645-91","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","Adicolor Classics Firebird Track Top","","","","","Price","6 colours","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/639013a5d5454f52ba95af9d016c87f3_9366/adicolor-classics-firebird-track-top.jpg","Men originals"
"1755862645-92","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","Adicolor Classics Firebird Track Top","","","","","Price","6 colours","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/deb746e58ba5421786a739513ee17356_9366/adicolor-classics-firebird-track-top.jpg","Men originals"
"1755862645-93","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","Camo Hooded Full-Zip","","","","","Price","","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/2c1ee4c27ecb4c5db1ba42f8a2020c87_9366/camo-hooded-full-zip.jpg","Men originals"
"1755862645-94","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","Adicolor Classics Firebird Track Pants","","","","","Price","4 colours","","Men originals"
"1755862645-95","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","Distressed Graphic Tee","","","","","Price","","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/c1386538049b4ce3ab4c9bd56dfc6f12_9366/distressed-graphic-tee.jpg","Men originals"
"1755862645-96","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","Motor Ave Racer Jacket","","","","","Price","","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/a51e94d702194722a1e6f17b5509ea00_9366/motor-ave-racer-jacket.jpg","originals"
"1755862645-97","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","Venice Wind Pant","","","","","Price","","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/0b286289beac40138513a8615dd88d8f_9366/venice-wind-pant.jpg","originals"
"1755862645-98","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","Airdrome Shield Pant","","","","","Price","","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/5cf79a2bc12144cbaea0508d5678444b_9366/airdrome-shield-pant.jpg","originals"
"1755862645-99","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","Camo Sweatpant","","","","","Price","","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/1b0cca88e2264fe988b27f03e78106c4_9366/camo-sweatpant.jpg","Men originals"
"1755862645-100","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","La Cienega SS Sports Tee","","","","","Price","2 colours","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/34c98e94e9414890bc715656e02678ac_9366/la-cienega-ss-sports-tee.jpg","originals"
"1755862645-101","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","Santa Monica Crewneck","","","","","Price","","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/59b9721a99ca4a309603fe0e79688bef_9366/santa-monica-crewneck.jpg","originals"
"1755862645-102","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","Number Graphic Short","","","","","Price","","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/cd31d1e61c634b06b7d060ac828ccd18_9366/number-graphic-short.jpg","Men originals"
"1755862645-103","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","Adams Blvd Fleece Jacket","","","","","Price","","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/5c45d37265a646f49941fc1d9da7d1b1_9366/adams-blvd-fleece-jacket.jpg","originals"
"1755862645-104","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","Venice Wind Jacket","","","","","Price","","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/cfa479088f2c4bcd899d0ad113e27495_9366/venice-wind-jacket.jpg","originals"
"1755862645-105","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","Santa Monica Hoodie","","","","","Price","","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/2fee6e376a954c03ba55c7de1f1d5fc7_9366/santa-monica-hoodie.jpg","originals"
"1755862645-106","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","Long Beach Nylon Short","","","","","Price","","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/b7c0bff147b0417abfafbd214890adbd_9366/long-beach-nylon-short.jpg","originals"
"1755862645-107","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","Football Jersey","","","","","Price","2 colours","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/2a42b1435bb94d52bbc2b5fde8caa534_9366/football-jersey.jpg","Men originals"
"1755862645-108","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","Venice Wind Jacket","","","","","Price","","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/bf70650ef241427c97239feb0cf1cac5_9366/venice-wind-jacket.jpg","originals"
"1755862645-109","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","ADI ORG T-SHIRT","","","","","Price","","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/9fdcc4b9e09e4ea68b0935c435b9e177_9366/adi-org-t-shirt.jpg","Men Lifestyle"
"1755862645-110","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","adidas Originals Trefoil Shoe Tee","","","","","Price","2 colours","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/005407d0bd5b468d8b58adeb6191682e_9366/adidas-originals-trefoil-shoe-tee.jpg","Men Lifestyle"
"1755862645-111","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","adidas Originals Trefoil Bear Tee","","","","","Price","2 colours","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/1479688088254dec8530e46eb68ef60d_9366/adidas-originals-trefoil-bear-tee.jpg","Men Lifestyle"
"1755862645-112","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","adidas Originals Trefoil Shoe Tee","","","","","Price","2 colours","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/85eb307b95774064b15264f241b11024_9366/adidas-originals-trefoil-shoe-tee.jpg","Men Lifestyle"
"1755862645-113","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","adidas Originals Trefoil Doodle Tee","","","","","Price","2 colours","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/df4e4de092f7470282d73901c3680c3e_9366/adidas-originals-trefoil-doodle-tee.jpg","Men Lifestyle"
"1755862645-114","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","Front Stripes Woven Cargo Pants","","","","","Price","","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/014fcc6c3d184b38815e218be624306e_9366/front-stripes-woven-cargo-pants.jpg","Men originals"
"1755862645-115","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","adidas Adicolor woven drill pant","","","","","Price","","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/c6018bb2195646408abc1a2e0c41e3e0_9366/adidas-adicolor-woven-drill-pant.jpg","Men Lifestyle"
"1755862645-116","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","adidas Originals Trefoil Bear Tee","","","","","Price","2 colours","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/ba2e489d32a24aa9b782d7c291aa0d41_9366/adidas-originals-trefoil-bear-tee.jpg","Men Lifestyle"
"1755862645-117","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","adidas Originals Trefoil Doodle Tee","","","","","Price","2 colours","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/76d2065415764e3897a42f1a5b21191d_9366/adidas-originals-trefoil-doodle-tee.jpg","Men Lifestyle"
"1755862645-118","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","TARTAN ALL OVER PRINT LOOSE TEE","","","","","Price","","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/937b3b251bc54b2894496264e38fd699_9366/tartan-all-over-print-loose-tee.jpg","Men Lifestyle"
"1755862645-119","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","Firebird Loose Leopard Track Pants","","","","","Price","","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/839ae6faba644fc78f72f0aa5d34f25a_9366/firebird-loose-leopard-track-pants.jpg","Men Lifestyle"
"1755862645-120","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","adidas Originals Teacup Tee","","","","","Price","2 colours","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/6a1bc19d0f964600bcd508b28335fbac_9366/adidas-originals-teacup-tee.jpg","Men Lifestyle"
"1755862645-121","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","Firebird Front Stripes Woven Track Top","","","","","Price","","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/f11315bc74734ea2ab1c2cea467684f8_9366/firebird-front-stripes-woven-track-top.jpg","Men originals"
"1755862645-122","https://www.adidas.co.in/","Price₹9 999.00Superstar II ShoesOriginals","https://www.adidas.co.in/superstar-ii-shoes/IH8659.html","SHOES","https://www.adidas.co.in/shoes","OTHER SPORTS","https://www.adidas.co.in/sport_shoes","BASKETBALL","https://www.adidas.co.in/basketball-shoes","","https://www.adidas.co.in/rivalry-lux-low-shoes/IF7185.html","Originals","https://www.adidas.co.in/originals","Shop Men","https://www.adidas.co.in/men-superstar","https://www.adidas.co.in/men-originals-clothing","adidas Originals Teacup Tee","","","","","Price","2 colours","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/f3f72e49a60d4505967685ad4e1ce302_9366/adidas-originals-teacup-tee.jpg","Men Lifestyle"
